title_display,primary_category,postings,median_salary,avg_applications,avg_views,opportunity_score,competition_level
Manager (Credit Control Retail/Salary Up To $6K) - Gl,Admin / Secretarial,32,5500.0,0.09375,0.875,31.0,Low
Manager (Custody Investment/Salary Up To $6K) - Gl,Admin / Secretarial,26,5500.0,0.15384615384615385,2.269230769230769,29.3,Low
Manager (Hardware Design/Wireless Product),Information Technology,55,12500.0,0.5272727272727272,3.672727272727273,45.8,Low
"Manager - Credit Solutions (Retail, East)",Banking and Finance,29,4500.0,0.10344827586206896,2.6551724137931036,28.4,Low
Manager In Beauty Lifestyle And F&B,F&B,28,7250.0,0.03571428571428571,0.6428571428571429,38.1,Low
"Manager, Affiliate Management (Pandan Loop, Port Operations)",Others,29,6500.0,0.3448275862068966,2.9655172413793105,31.1,Low
"Manager, Finance",Accounting / Auditing / Taxation,28,6250.0,9.428571428571429,95.42857142857143,19.7,High
"Manager, Quantity Surveying (Tender, M&E)",Building and Construction,33,7750.0,0.06060606060606061,2.909090909090909,35.5,Low
Managing Director,Building and Construction,26,10750.0,13.807692307692308,76.42307692307692,26.8,High
Managing Director,Consulting,28,12250.0,7.535714285714286,53.17857142857143,31.9,High
Managing Director,General Management,115,12000.0,6.721739130434782,52.17391304347826,41.4,High
Mandarin Childcare Teacher,Education and Training,66,3650.0,0.045454545454545456,3.0303030303030303,33.9,Low
Mandarin Teacher,Education and Training,29,3300.0,0.1724137931034483,5.310344827586207,27.2,Low
Manicurist,Customer Service,38,3175.0,0.13157894736842105,7.815789473684211,29.2,Low
Manicurist,Personal Care / Beauty,111,3500.0,0.14414414414414414,9.765765765765765,38.3,Low
Manicurist/Beauty Therapist,Personal Care / Beauty,22,3250.0,0.0,5.181818181818182,26.9,Low
Manual Tester,Information Technology,28,4500.0,11.178571428571429,147.57142857142858,17.6,High
Manufacturing / Mechanical ( $2.5K - $4.5K ) ( Junior / Entry Level /Senior X3 ),Engineering,22,6500.0,5.181818181818182,52.86363636363637,22.5,High
Manufacturing Engineer,Engineering,104,4025.0,9.73076923076923,83.01923076923077,24.7,High
Manufacturing Engineer,Manufacturing,43,4000.0,6.930232558139535,72.11627906976744,20.8,High
Manufacturing Engineer #65848,Engineering,35,3500.0,0.3142857142857143,5.057142857142857,29.0,Low
Manufacturing Engineer (Aws/5 Days/Near Mrt) #64519,Engineering,23,3900.0,1.0434782608695652,20.956521739130434,24.6,Medium
"Manufacturing Engineer (High-Tech/High-Vol Manufacturing, 12-Hour Shift)",Engineering,32,5000.0,2.46875,19.09375,24.2,Medium
"Manufacturing Engineer (Manufacturing, Precision, Cnc/ Oil&Gas /Aerospace, East)West)",Engineering,35,4250.0,0.8571428571428571,16.085714285714285,28.5,Low
"Manufacturing Engineer (Semiconductor, Manufacturing, Electronics)",Engineering,34,4250.0,1.2647058823529411,18.0,27.3,Medium
"Manufacturing Process Engineer (Manufacturing, Precision, Cnc/ Oil&Gas /Aerospace, East)",Engineering,36,4250.0,1.0833333333333333,20.916666666666668,28.1,Medium
"Manufacturing Process Engineer (Semiconductor, Manufacturing, Electronics)",Engineering,35,4250.0,2.2285714285714286,24.6,25.6,Medium
"Manufacturing Supervisor (Manufacturing, Precision, Cnc, Oil&Gas/ West)",Engineering,35,4250.0,0.5142857142857142,13.257142857142858,29.6,Low
Manufacturing Technician (Ccp),Engineering,35,3300.0,0.4857142857142857,3.142857142857143,25.8,Low
Manufacturing Technician / Chemical Technician /Entry Level / (0-2 Year Experience) Junior,Engineering,24,3825.0,5.5,36.291666666666664,17.8,High
Marine Operations Admin (Port) / South,Customer Service,29,3500.0,4.655172413793103,41.275862068965516,17.8,Medium
Marine Personnel Administrator (Crewing / Maritime Industry),Admin / Secretarial,23,3650.0,0.043478260869565216,0.8695652173913043,25.6,Low
Marine Service Engineer,Engineering,35,4500.0,3.4,48.51428571428571,23.1,Medium
Marine Superintendent,Others,39,10500.0,3.5641025641025643,39.82051282051282,34.4,Medium
"Marine Superintendent (Coc 1, Tanker/Ship Management)",Logistics / Supply Chain,56,7500.0,0.32142857142857145,12.089285714285714,37.4,Low
Marine Superintendent (Maritime Industry),Repair and Maintenance,65,9000.0,0.07692307692307693,1.1538461538461537,42.2,Low
Marine Superintendent (Maritime Industry)/ Coc,Repair and Maintenance,62,9000.0,0.016129032258064516,1.5,42.2,Low
Marine Workshop Technician (Tuas Area/5 Days/ Marine Industry),Engineering,45,3000.0,0.06666666666666667,1.3333333333333333,28.7,Low
Maritime Safety Manager (Shipping Industry),Engineering,27,4400.0,0.07407407407407407,1.1111111111111112,27.9,Low
Marketing,Marketing / Public Relations,22,3750.0,4.409090909090909,42.09090909090909,19.0,Medium
Marketing & Communications Executive,Advertising / Media,24,3275.0,1.75,15.916666666666666,21.1,Medium
Marketing & Communications Executive,Marketing / Public Relations,31,3250.0,10.064516129032258,74.2258064516129,14.5,High
Marketing & Communications Executive / Assistant Manager,Marketing / Public Relations,22,3875.0,1.7727272727272727,10.0,20.5,Medium
Marketing Admin Assistant (Shipping Industry) No Experience Needed,Admin / Secretarial,96,2800.0,0.22916666666666666,2.40625,32.6,Low
Marketing And Communication Specialist (Hospitality Mnc),Advertising / Media,39,9000.0,0.6666666666666666,5.205128205128205,36.5,Low
Marketing Assistant,Advertising / Media,24,2775.0,1.4583333333333333,28.625,20.4,Medium
Marketing Assistant,Marketing / Public Relations,140,2700.0,4.614285714285714,43.17142857142857,27.6,Medium
Marketing Assistant (5 Days/Aws) #65673,Marketing / Public Relations,20,3150.0,0.15,4.8,25.4,Low
Marketing Assistant Manager,Admin / Secretarial,25,8000.0,1.12,12.84,31.6,Medium
Marketing Assistant Manager,F&B,24,8000.0,0.4583333333333333,5.833333333333333,32.2,Low
Marketing Assistant Manager,Marketing / Public Relations,583,8000.0,0.5711835334476844,6.775300171526586,54.5,Low
Marketing Associate,Marketing / Public Relations,48,3325.0,6.458333333333333,49.9375,19.8,High
Marketing Communication Manager,Advertising / Media,60,10500.0,0.6333333333333333,11.566666666666666,42.3,Low
Marketing Communications Executive,Advertising / Media,28,3350.0,5.964285714285714,50.607142857142854,17.0,High
Marketing Communications Executive,Marketing / Public Relations,40,3275.0,6.025,56.4,18.7,High
Marketing Coordinator,Marketing / Public Relations,37,3000.0,6.054054054054054,54.0,18.0,High
Marketing Cum Social Media Executive,Marketing / Public Relations,21,3000.0,2.0476190476190474,24.476190476190474,18.6,Medium
Marketing Director,Marketing / Public Relations,72,11000.0,13.472222222222221,86.51388888888889,33.1,High
Marketing Director (Brand Communication) Hospitality Industry,General Management,29,11000.0,1.1724137931034482,5.9655172413793105,36.9,Medium
Marketing Executive,Admin / Secretarial,47,3250.0,4.8936170212765955,46.212765957446805,21.9,Medium
Marketing Executive,Advertising / Media,435,3400.0,3.949425287356322,38.3448275862069,38.2,Medium
Marketing Executive,Banking and Finance,27,3000.0,2.6666666666666665,34.629629629629626,20.0,Medium
Marketing Executive,Customer Service,43,3300.0,2.953488372093023,38.25581395348837,23.0,Medium
Marketing Executive,Design,42,3250.0,2.857142857142857,30.404761904761905,22.2,Medium
Marketing Executive,Events / Promotions,38,3100.0,2.4210526315789473,23.5,21.8,Medium
Marketing Executive,F&B,31,3400.0,1.7096774193548387,27.612903225806452,23.2,Medium
Marketing Executive,Information Technology,42,3500.0,1.6904761904761905,18.80952380952381,24.4,Medium
Marketing Executive,Marketing / Public Relations,1344,3250.0,3.5104166666666665,33.19122023809524,45.0,Medium
Marketing Executive #65666,Marketing / Public Relations,53,3300.0,0.2641509433962264,6.056603773584905,31.6,Low
Marketing Executive (5 Days/Hybrid Working Arrangement) #65673,Marketing / Public Relations,24,3400.0,0.6666666666666666,13.708333333333334,25.0,Low
Marketing Executive (B2B Marketing / Fmcg Industry),Marketing / Public Relations,30,3400.0,0.1,3.1333333333333333,26.6,Low
"Marketing Executive (Beauty/Skincare, Up To $3,500)",Marketing / Public Relations,24,3250.0,0.041666666666666664,0.5833333333333334,25.1,Low
Marketing Executive (Data Analytics),Marketing / Public Relations,31,3250.0,0.41935483870967744,8.290322580645162,25.2,Low
"Marketing Executive (Industrial Vehicles) - West, Global Mnc",Engineering,36,3200.0,0.1111111111111111,0.7222222222222222,27.4,Low
Marketing Executive (Sgx Healthcare Industry) / North,Healthcare / Pharmaceutical,22,3150.0,0.22727272727272727,6.636363636363637,23.5,Low
Marketing Executive (Sgx Listed Medical Company),Healthcare / Pharmaceutical,25,3150.0,0.68,21.68,22.7,Low
Marketing Executive / Senior Marketing Executive,Marketing / Public Relations,20,3150.0,0.55,12.35,21.7,Low
"Marketing Executive, Digital, Near Mrt",Advertising / Media,419,3250.0,0.5274463007159904,6.5322195704057275,42.2,Low
Marketing Intern,Admin / Secretarial,134,1150.0,0.41044776119402987,5.507462686567164,33.8,Low
Marketing Intern,Marketing / Public Relations,107,1050.0,2.074766355140187,23.7196261682243,25.6,Medium
Marketing Manager,Admin / Secretarial,32,7350.0,4.875,31.78125,26.2,Medium
Marketing Manager,Advertising / Media,208,5500.0,3.0528846153846154,26.298076923076923,36.9,Medium
Marketing Manager,Building and Construction,21,6000.0,2.2857142857142856,31.238095238095237,24.2,Medium
Marketing Manager,Customer Service,37,6000.0,9.45945945945946,62.729729729729726,21.8,High
Marketing Manager,F&B,71,7500.0,1.1830985915492958,16.816901408450704,36.9,Medium
Marketing Manager,General Management,31,5000.0,1.7096774193548387,21.032258064516128,26.3,Medium
Marketing Manager,General Work,44,8125.0,3.2954545454545454,23.568181818181817,33.6,Medium
Marketing Manager,Information Technology,33,6250.0,6.121212121212121,37.90909090909091,22.7,High
Marketing Manager,Marketing / Public Relations,987,7250.0,3.132725430597771,25.627152988855116,51.1,Medium
Marketing Manager,Others,22,6000.0,0.5,5.2272727272727275,29.7,Low
Marketing Manager,Sales / Retail,26,7600.0,4.923076923076923,36.92307692307692,25.9,Medium
Marketing Manager #65603,Marketing / Public Relations,41,5750.0,0.5121951219512195,6.7073170731707314,33.5,Low
Marketing Manager #65865,Marketing / Public Relations,23,6250.0,0.6956521739130435,7.130434782608695,30.0,Low
Marketing Manager (Beauty/Skincare),Marketing / Public Relations,68,4500.0,0.029411764705882353,0.8676470588235294,34.4,Low
Marketing Manager (Copywriting & Proofreading) / Central,Marketing / Public Relations,53,6750.0,1.679245283018868,12.679245283018869,31.8,Medium
Marketing Manager (F&B/Retail) #65647,Marketing / Public Relations,56,4750.0,0.48214285714285715,6.303571428571429,33.8,Low
Marketing Program Coordinator (Education),Marketing / Public Relations,47,3850.0,0.3404255319148936,8.936170212765957,29.3,Low
Marketing Specialist,Advertising / Media,22,4125.0,2.3636363636363638,29.272727272727273,20.5,Medium
Marketing Specialist,Marketing / Public Relations,74,4000.0,3.8783783783783785,36.472972972972975,26.7,Medium
Marketing Strategist (Life Science / Biomedical),Marketing / Public Relations,31,5000.0,0.12903225806451613,0.6774193548387096,29.6,Low
Massage,Personal Care / Beauty,245,4000.0,0.036734693877551024,6.204081632653061,46.1,Low
Massage Therapist,Customer Service,108,4000.0,0.28703703703703703,9.462962962962964,37.8,Low
Massage Therapist,Healthcare / Pharmaceutical,64,4225.0,0.40625,11.984375,33.9,Low
Massage Therapist,Medical / Therapy Services,103,4000.0,0.36893203883495146,11.96116504854369,37.1,Low
Massage Therapist,Personal Care / Beauty,179,4000.0,0.3128491620111732,12.798882681564246,41.3,Low
Massage Therapist (Including Foot Reflexology),Customer Service,25,4100.0,0.44,12.44,27.9,Low
Masseur,Customer Service,24,3875.0,0.125,8.291666666666666,28.1,Low
Masseur,Medical / Therapy Services,24,3700.0,0.08333333333333333,6.166666666666667,28.6,Low
Masseur,Personal Care / Beauty,73,4000.0,0.1095890410958904,6.3561643835616435,36.4,Low
Masseur (Non-Medical),Personal Care / Beauty,90,4000.0,0.05555555555555555,5.7555555555555555,38.3,Low
Masseur(Non-Medical),Personal Care / Beauty,21,3900.0,0.047619047619047616,8.142857142857142,28.6,Low
Master Chef,F&B,84,7250.0,0.17857142857142858,8.5,42.7,Low
Master Hairstylist,Personal Care / Beauty,70,7500.0,0.08571428571428572,12.1,43.9,Low
Material Handler,Logistics / Supply Chain,48,2000.0,0.0,5.833333333333333,28.4,Low
"Material Planner (Manufacturing, Electronics, Semiconductor/ North)",Engineering,35,3500.0,0.9428571428571428,16.857142857142858,26.1,Low
"Material Planner (Manufacturing/ Oil&Gas/ Precision, West)",Engineering,36,3500.0,0.75,15.222222222222221,26.8,Low
Materials & Logistics Manager / Manufacturing Mnc (Oil & Gas) / West,Logistics / Supply Chain,24,6300.0,0.125,0.75,30.4,Low
Materials Officer #65596,Purchasing / Merchandising,29,2550.0,0.10344827586206896,2.6551724137931036,26.9,Low
Math Teacher,Education and Training,25,4750.0,2.48,46.0,24.2,Medium
Mathematics Teacher,Education and Training,47,5750.0,2.9148936170212765,33.148936170212764,29.2,Medium
Mathematics Tutor,Education and Training,20,3900.0,1.2,17.55,22.4,Medium
Maths Teacher For Secondary And Jc,Education and Training,33,5500.0,0.5757575757575758,9.93939393939394,31.3,Low
Mcf,Consulting,51,4100.0,0.0392156862745098,3.843137254901961,33.8,Low
Mechanic,Building and Construction,90,3150.0,0.2222222222222222,18.41111111111111,34.0,Low
Mechanic,Engineering,30,3350.0,0.13333333333333333,21.366666666666667,27.6,Low
Mechanic,Repair and Maintenance,55,2750.0,0.07272727272727272,14.145454545454545,30.6,Low
Mechanical & Electrical (M&E) Coordinator,Building and Construction,62,3750.0,1.1451612903225807,27.0,29.6,Medium
Mechanical & Electrical (M&E) Engineer,Building and Construction,58,4500.0,1.7241379310344827,33.724137931034484,30.0,Medium
Mechanical & Electrical (M&E) Supervisor,Building and Construction,30,4000.0,0.26666666666666666,10.433333333333334,28.5,Low
Mechanical & Electrical Engineer,Building and Construction,63,4000.0,0.30158730158730157,13.746031746031745,32.8,Low
Mechanical & Electrical Quantity Surveyor,Building and Construction,23,4500.0,0.13043478260869565,7.0,26.9,Low
Mechanical / Facilities Technician (Semiconductor) Rotating Shift,Engineering,20,2300.0,0.15,1.3,21.7,Low
Mechanical Assistant Engineer #66189,Engineering,21,2500.0,0.14285714285714285,8.857142857142858,24.5,Low
Mechanical Design Engineer,Building and Construction,20,4325.0,3.05,50.1,19.6,Medium
Mechanical Design Engineer,Design,61,3850.0,7.098360655737705,82.24590163934427,22.3,High
Mechanical Design Engineer,Engineering,133,4150.0,8.210526315789474,93.0,27.8,High
Mechanical Design Engineer #66202,Engineering,20,3250.0,0.05,6.95,26.0,Low
Mechanical Design Engineer (Automation Solution) #65648,Engineering,35,2600.0,0.14285714285714285,3.9714285714285715,28.1,Low
"Mechanical Design Engineer (Manufacturing, Electronics/ West)",Engineering,37,4250.0,2.3513513513513513,29.72972972972973,25.0,Medium
Mechanical Design Engineer (Semiconductor Equipment),Engineering,79,5500.0,0.3037974683544304,3.2025316455696204,36.0,Low
"Mechanical Design Engineer (Semiconductor, Die Sorter)",Engineering,35,5500.0,0.2,8.342857142857143,31.0,Low
Mechanical Drafter #65921,Engineering,38,2500.0,0.05263157894736842,5.315789473684211,28.8,Low
Mechanical Engineer,Building and Construction,275,3875.0,1.5236363636363637,30.236363636363638,39.4,Medium
Mechanical Engineer,Design,42,4500.0,4.119047619047619,61.857142857142854,23.9,Medium
Mechanical Engineer,Engineering,405,4300.0,3.1506172839506172,43.4641975308642,39.9,Medium
Mechanical Engineer #65877,Engineering,30,3600.0,0.43333333333333335,6.033333333333333,27.7,Low
"Mechanical Engineer (Acmv/ Hvac/ Hook Up/ M&E, Main Con)",Building and Construction,34,3500.0,0.2647058823529412,16.735294117647058,29.0,Low
Mechanical Engineer (Consultancy),Building and Construction,25,4500.0,0.04,0.6,27.7,Low
Mechanical Engineer (Project/Building) #65563,Engineering,36,4250.0,0.2222222222222222,4.416666666666667,30.9,Low
Mechanical Engineer / Water Treatment Mnc / 1 Year Contract / South,Engineering,185,5500.0,0.10810810810810811,1.027027027027027,42.6,Low
Mechanical Engineering Technician,Engineering,24,3250.0,0.9583333333333334,28.416666666666668,24.5,Low
Mechanical Service Engineer #66153,Repair and Maintenance,22,3150.0,0.13636363636363635,5.454545454545454,26.1,Low
Mechanical Supervisor,Building and Construction,38,4300.0,7.157894736842105,50.60526315789474,20.6,High
Mechanical Supervisor,Engineering,23,3750.0,2.4782608695652173,39.869565217391305,20.4,Medium
Mechanical Technician,Building and Construction,26,3525.0,0.46153846153846156,16.153846153846153,26.3,Low
Mechanical Technician,Engineering,69,3200.0,3.246376811594203,51.04347826086956,26.0,Medium
Mechanical Technician,Manufacturing,20,3100.0,1.65,55.1,19.9,Medium
Mechanical/Electrical Engineer (Consultancy) Up To S$5000,Building and Construction,70,4500.0,0.2,3.8142857142857145,33.8,Low
Mechanics (Crane/ Forklift) #65073,Repair and Maintenance,29,2150.0,0.0,6.137931034482759,26.7,Low
Mechanics (Crane/ Hooklift) #65073,Repair and Maintenance,40,2150.0,0.0,3.1,28.8,Low
Mechanics (Motor Vehicles) #65043,Repair and Maintenance,63,2650.0,0.0,3.746031746031746,32.8,Low
Media Executive,Advertising / Media,24,3300.0,2.0416666666666665,27.5,20.5,Medium
Medical Assistant,Healthcare / Pharmaceutical,44,4000.0,2.2954545454545454,39.20454545454545,26.1,Medium
Medical Device Sales Consultant (Medical Instrument),Medical / Therapy Services,27,3500.0,0.07407407407407407,0.7037037037037037,26.2,Low
Medical Doctor,Healthcare / Pharmaceutical,34,11500.0,0.11764705882352941,15.352941176470589,45.2,Low
Medical Lab Technician 12 Months )/ $20 Up ( Part Time ) #Hvn,Healthcare / Pharmaceutical,22,1500.0,0.045454545454545456,3.6818181818181817,25.8,Low
"Medical Records Officer, Data Entry, Admin, Healthcare #Hvw",Admin / Secretarial,56,2750.0,0.5357142857142857,8.25,29.1,Low
Medical Sales Consultant (Basic Salary + Commissions) Sgx Listed,Healthcare / Pharmaceutical,134,3000.0,0.13432835820895522,4.08955223880597,35.6,Low
Medical Sales Promoter (1 Year Contract) - Attractive Remuneration Package,Healthcare / Pharmaceutical,49,2050.0,0.22448979591836735,19.857142857142858,26.7,Low
Medical Sales Representative,Healthcare / Pharmaceutical,43,3850.0,3.627906976744186,40.51162790697674,23.0,Medium
Medical Sales Representative ( Trainee ) #Hvn,Advertising / Media,29,3500.0,0.13793103448275862,2.2758620689655173,29.5,Low
"Medical Sales Representative (Alt Sat,5.5 Days) / Urgent - Central (Training Provided)*",Sales / Retail,60,3150.0,0.16666666666666666,3.55,30.4,Low
Medical Sales Representative (Pharma/Medical Device) - #Hhw,Healthcare / Pharmaceutical,40,3600.0,1.2,15.55,27.3,Medium
Medical Sales Representative - Alt Sat / No Experience Required (Training Provided),Sales / Retail,24,3150.0,0.041666666666666664,0.5,25.0,Low
Medical Sales Representative / Healthcare Industry / Central,Healthcare / Pharmaceutical,24,4000.0,0.08333333333333333,1.4166666666666667,28.5,Low
Medical Social Worker,Healthcare / Pharmaceutical,45,4150.0,6.266666666666667,68.88888888888889,21.8,High
Medical Social Worker,Social Services,23,3875.0,2.9130434782608696,38.34782608695652,19.0,Medium
"Medical Social Worker (Hospital, Healthcare) #Hvw",Social Services,30,3850.0,0.26666666666666666,5.666666666666667,28.8,Low
Medical Sourcing Executive (Life Science Manufacturing Mnc),Logistics / Supply Chain,34,4000.0,0.058823529411764705,1.7647058823529411,28.7,Low
Medical Technologist,Healthcare / Pharmaceutical,36,3150.0,6.638888888888889,61.19444444444444,18.9,High
Membership Executive,General Management,21,2850.0,0.19047619047619047,11.523809523809524,22.8,Low
"Mep Coordinator (Central, 5.5 Days)",Building and Construction,33,4500.0,0.030303030303030304,1.6363636363636365,29.6,Low
Merchandiser,Purchasing / Merchandising,53,2750.0,2.150943396226415,36.867924528301884,24.1,Medium
Merchandiser,Sales / Retail,30,1750.0,0.7333333333333333,22.433333333333334,23.6,Low
Merchandising Executive,Purchasing / Merchandising,31,3250.0,1.6451612903225807,19.322580645161292,22.4,Medium
Merchandising Executive (Luxury/Sports Retail),Sales / Retail,21,3750.0,0.19047619047619047,13.0,24.5,Low
Micro Lab Technician (Life Science) / West,Sciences / Laboratory / R&D,55,3000.0,0.14545454545454545,1.5818181818181818,29.6,Low
Microbiologist (Life Science),Sciences / Laboratory / R&D,60,4250.0,0.21666666666666667,2.7,32.2,Low
Middleware Engineer,Information Technology,29,6600.0,0.3448275862068966,26.379310344827587,33.1,Low
Mindspace (Primary School) Teacher,Education and Training,20,3550.0,0.8,9.35,21.6,Low
Mindspace Administrator (Islandwide),Admin / Secretarial,32,2100.0,0.78125,11.46875,26.5,Low
Mindspace Assistant Teacher (Islandwide),Education and Training,34,1800.0,0.5294117647058824,11.352941176470589,26.6,Low
Mindspace Student Care Teacher (Islandwide),Education and Training,35,2900.0,2.2857142857142856,20.142857142857142,25.4,Medium
Mixologist,F&B,21,3150.0,0.38095238095238093,13.80952380952381,24.5,Low
Mnc Assistant Engineer / Associate Engineer X2(Production / Manufacturing ) Goodbonus/ ( 0-2 Year Experience) ( Junior / Entry Level /Senior X3 ),Engineering,34,4000.0,3.411764705882353,20.41176470588235,22.5,Medium
Mnc Electrical Engineer / Scada Systems /System Integration / Installation & Testing / Electrical/( Junior / Entry Level / Senior ) X3 Opening,Engineering,63,6500.0,0.9682539682539683,13.793650793650794,35.5,Low
Mnc Electrical Engineers / Project Engineer– Maintenance 66/22/6.6Kv Rtus ( ( Junior / Entry Level / Senior ) X3 Opening),Engineering,52,6500.0,2.1538461538461537,33.07692307692308,31.7,Medium
Mnc Electrical Testing & Commissioning Engineer /Electrical Project Engineer – Protection Systems ( Junior / Entry Level / Senior ) X3 Opening,Engineering,50,6500.0,2.38,25.9,31.1,Medium
Mnc Engineer / Electrical Projects – Protection Systems / ( Junior / Entry Level / Senior ) X3 Opening,Engineering,60,6500.0,1.7166666666666666,22.0,33.5,Medium
"Mnc Software Engineer / Evs, Pqms, Ems Project– ( Junior / Entry Level / Senior ) X3 Opening)",Engineering,49,6500.0,2.857142857142857,37.183673469387756,30.3,Medium
Mnc – Project Engineer / Scada Electrical Engineers – System Integration Engineer/ Electrical Project ( ( Junior / Entry Level / Senior ) X3 Opening),Engineering,66,6500.0,1.0606060606060606,15.272727272727273,35.6,Medium
Mobile App Developer,Information Technology,37,8250.0,1.135135135135135,29.324324324324323,35.4,Medium
Mobile Application Developer,Information Technology,24,8000.0,1.4583333333333333,35.583333333333336,31.9,Medium
Mobile Crane Operator,Building and Construction,35,2900.0,0.45714285714285713,19.571428571428573,26.2,Low
Mobile Developer,Information Technology,26,5875.0,2.6923076923076925,62.80769230769231,25.9,Medium
Molding Maintenance Engineer / Mnc,Engineering,24,5000.0,0.0,0.4583333333333333,28.6,Low
"Monitoring Associate (Cctv, 12Hr Rotating Shift, West)",Engineering,30,2400.0,0.06666666666666667,10.833333333333334,24.9,Low
"Monitoring Associate (Cctv, Shift, West)",Engineering,69,2400.0,0.057971014492753624,3.652173913043478,30.4,Low
Mortgage Loan Advisor (Bank),Banking and Finance,30,4750.0,1.2666666666666666,9.833333333333334,27.4,Medium
Motor Vehicle Mechanic,Engineering,35,3000.0,0.08571428571428572,22.771428571428572,28.7,Low
Motor Vehicle Mechanic,Repair and Maintenance,39,3000.0,0.05128205128205128,13.564102564102564,29.1,Low
Motor Vehicle Spray Painter,Repair and Maintenance,32,3250.0,0.03125,11.625,28.3,Low
Music Teacher,Education and Training,51,3450.0,1.9607843137254901,41.92156862745098,29.2,Medium
Nail Technician,Personal Care / Beauty,59,3750.0,0.01694915254237288,1.3728813559322033,36.5,Low
"Naval Architect (Tuas, Oil & Gas)",Engineering,34,6000.0,0.29411764705882354,17.0,31.4,Low
Ndt Level 3,Engineering,63,7250.0,0.1746031746031746,13.333333333333334,40.4,Low
Ndt Technician,Engineering,72,4250.0,0.25,22.98611111111111,35.7,Low
Network Administrator,Information Technology,29,5750.0,0.3793103448275862,9.793103448275861,31.5,Low
Network Engineer,Consulting,22,5800.0,2.0454545454545454,34.95454545454545,25.1,Medium
Network Engineer,Engineering,262,4500.0,0.6641221374045801,16.03053435114504,42.4,Low
Network Engineer,Information Technology,629,5750.0,1.0461049284578696,24.05723370429253,49.9,Medium
"Network Engineer (Ict, Ccna, East)",Engineering,34,4500.0,1.4705882352941178,23.647058823529413,26.5,Medium
Network Engineer (It Infrastructure / Telecommunications),Engineering,23,5500.0,0.17391304347826086,2.0869565217391304,28.4,Low
Network Engineer (Smu),Engineering,38,3150.0,0.15789473684210525,1.3157894736842106,28.2,Low
Network Engineer - Jurong East,Information Technology,40,5500.0,0.125,3.325,32.3,Low
Network Engineer - Punggol,Information Technology,42,4750.0,0.30952380952380953,3.6904761904761907,32.2,Low
Network Engineer - Voice,Information Technology,50,4000.0,0.08,2.72,31.2,Low
Network Engineer / Senior Network Consultant,Information Technology,104,6000.0,0.3173076923076923,7.701923076923077,41.4,Low
"Network Engineer | $4,000 | 12 Months Contract | Amk | Office Hours With Standby",Information Technology,24,3700.0,0.08333333333333333,0.625,25.8,Low
Network Engineer/Network Security/Cyber Security/It Auditor,Information Technology,43,8000.0,0.20930232558139536,5.023255813953488,38.6,Low
Network Engineers,Banking and Finance,21,4750.0,0.19047619047619047,5.0476190476190474,28.5,Low
Network Operation Engineer,Information Technology,37,5500.0,0.16216216216216217,3.5135135135135136,31.6,Low
Network Operations Engineer,Information Technology,32,6500.0,1.625,32.4375,30.3,Medium
Network Security Engineer,Information Technology,96,6650.0,1.4583333333333333,22.104166666666668,38.2,Medium
Network Solutions Architect,Information Technology,23,7250.0,0.9565217391304348,13.043478260869565,31.0,Low
New Product Development Assistant Manager (Fmcg Mnc),Sciences / Laboratory / R&D,31,4500.0,0.16129032258064516,3.7419354838709675,28.6,Low
Night Shift Chef,F&B,38,3850.0,0.02631578947368421,1.8421052631578947,30.7,Low
Night Shift Supervisor,F&B,25,3850.0,0.08,1.52,27.7,Low
Noc Engineer,Information Technology,37,3250.0,1.6756756756756757,44.351351351351354,24.7,Medium
Npi Engineer (Packaging Manufacturing Mnc) / West,Engineering,32,3750.0,0.0625,0.59375,27.9,Low
Nurse,Healthcare / Pharmaceutical,37,3300.0,1.027027027027027,17.56756756756757,25.6,Medium
Nurse Clinician,Healthcare / Pharmaceutical,71,6500.0,0.6338028169014085,18.901408450704224,38.0,Low
Nurse Clinician ( Care Home),Environment / Health,21,5500.0,0.047619047619047616,11.095238095238095,28.4,Low
Nurse Educator,Healthcare / Pharmaceutical,34,7500.0,1.1764705882352942,29.529411764705884,34.0,Medium
Nurse Manager,Healthcare / Pharmaceutical,61,6750.0,1.8360655737704918,38.14754098360656,34.5,Medium
"Nurse Manager (West, Nursing Home)",Healthcare / Pharmaceutical,44,6500.0,0.13636363636363635,2.772727272727273,34.7,Low
Nurse Trainer ( Office Hours | Mon To Friday),Environment / Health,20,5500.0,1.3,16.85,23.9,Medium
"Nurse Trainer (Healthcare, Up To $4,000)",Education and Training,49,3500.0,0.16326530612244897,6.816326530612245,29.7,Low
Nursing Aide,Healthcare / Pharmaceutical,60,1985.0,0.15,35.43333333333333,31.5,Low
Nursing Aide ( Home Care/ Stay Out),Environment / Health,27,1700.0,0.07407407407407407,19.814814814814813,22.9,Low
Nutritionist,Environment / Health,39,4500.0,1.3846153846153846,24.23076923076923,26.3,Medium
Occupational Therapist,Education and Training,31,4250.0,0.2903225806451613,22.225806451612904,28.3,Low
Occupational Therapist,Healthcare / Pharmaceutical,83,4360.0,0.3493975903614458,16.072289156626507,35.9,Low
Occupational Therapist,Medical / Therapy Services,128,4325.0,0.1484375,9.3828125,38.9,Low
Occupational Therapist,Professional Services,26,4825.0,0.19230769230769232,6.961538461538462,29.3,Low
Occupational Therapist (Ahpc Registered),Healthcare / Pharmaceutical,22,6000.0,0.0,2.5,29.9,Low
